11	1,2-Dichloorethaan
11	DCE
11	1,2-Dichlor-aethan
11	1, 2-dichloroethane
11	EDC
11	Aethylendichlorid
11	s-Dichloroethane
11	HCC 150
11	ethylenedichloride
11	NCI-C00511
11	ENT 1,656
11	MFCD00000963
11	1,2-Dichloraethan
11	1.2-dichloroethane
11	ClCH2CH2Cl
11	UNII-55163IJI47
11	1,2-Dichloro-Ethane
11	.alpha.,.beta.-Dichloroethane
11	CHEBI:27789
11	1,2-Dichlorethan
11	55163IJI47
11	Dichlor-Mulsion
11	Caswell No. 440
11	Aethylenchlorid [German]
11	1,2-Dichloroethane, 99+%, pure
11	RY Dichloro-1,2-ethane
11	Ethyleendichloride [Dutch]
11	1,2-Ethylidene dichloride
11	1,2-Dichloroethane, analytical standard
11	Cloruro di ethene [Italian]
11	HSDB 65
11	1,2-Dichloorethaan [Dutch]
11	1,2-Dicloroetano [Italian]
11	CCRIS 225
11	Chlorure d'ethylene [French]
11	1,2-Dichloroethane, 99+%, ACS reagent
11	1,2 dichloroethane
11	1,2-Dichlor-aethan [German]
11	Bichlorure d'ethylene [French]
11	Dichlorure d'ethylene
11	Dichloro-1,2-ethane [French]
11	Ethylene dichloride [BSI:ISO]
11	1,2-Dichloroethane, 99+%, for spectroscopy
11	1,2-Dichloroethane 100 microg/mL in Methanol
11	1,2-Dichloroethane, 99+%, for spectroscopy ACS
11	Dichlorure d'ethylene [ISO-French]
11	EINECS 203-458-1
11	UN1184
11	1,2-Dichloroethane, 99.8%, Extra Dry, AcroSeal(R)
11	RCRA waste no. U077
11	EPA Pesticide Chemical Code 042003
11	ethylenechloride
11	ethylendichloride
11	AI3-01656
11	alpha,Bet
11	dichloro ethylene
11	ethylene-chloride
11	1,2-Dichloroethane, 99.5%, Extra Dry over Molecular Sieve, AcroSeal(R)
11	ethylene dichoride
11	1,2-DICHLOROETHANE, ACS
11	1,2dichlorethane
11	1,2dichloroethane
11	ehtylene dichloride
11	Ethane, dichloro-
11	1,2 dichlorethane
11	1,2 dichoroethane
11	1,2-dichloroetane
11	1,2-dichloroethan
11	1,2-dichoroethane
11	1,2-dicloroethane
11	1,2-dichioroethane
11	1,2-dichloroetharie
11	1 ,2-dichloroethane
11	1, 2 dichloroethane
11	1,2 -dichloroethane
11	1,2 dichloro ethane
11	1,2,-dichloroethane
11	1,2- dichloroethane
11	1,2-di-chloroethane
11	1,2-dichloro ethane
11	1.2-di-chloroethane
11	CH2ClCH2Cl
11	1,2-ethylenedichloride
11	ClCH2-CH2Cl
11	dichloro-1, 2-ethane
11	C1CH2CH2Cl
11	ClCH2CH2C1
11	EDC, JMAF
11	Cl(CH2)2Cl
11	DSSTox_CID_438
11	12-DICHLOROETHANE
11	ACMC-1BV6R
11	bmse000568
11	EC 203-458-1
11	DSSTox_RID_75587
11	DSSTox_GSID_20438
11	CHEMBL16370
11	1,2-Dichloroethane ACS grade
11	1,2-Dichloroethane, for HPLC
11	Ethylene dichloride, BSI, ISO
11	DTXSID6020438
11	Dichloroethane Reagent Grade ACS
11	1,2-Dichloroethane, ACS reagent
11	1,2-Dichloroethane, HPLC Grade
11	AMY33455
11	ZINC8220695
11	Tox21_202466
11	1,2-Dichloroethane, LR, >=99%
11	ANW-15475
11	SBB040805
11	STL264187
11	AKOS000120021
11	DB03733
11	MCULE-3493741440
11	UN 1184
11	1,2-Dichloroethane, AR, >=99.5%
11	1,2-Dichloroethane, anhydrous, 99.8%
11	NCGC00091763-01
11	NCGC00091763-02
11	NCGC00091763-03
11	NCGC00260015-01
11	CAS-107-06-2
11	1,2-Dichloroethane, for HPLC, 99.8%
11	1,2-Dichloroethane, 99.8+%, extra pure
11	1,2-Dichloroethane, ACS reagent, >=99%
